Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status ,Paid Date ,Asset #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number ,Cap,Expenses,Net Sales,Fund,Business Unit
Tablet Cases,96911,WATER SERVICES,10/04/2016,$127.00,,23%,$29.21,$29.21,Successful,10/17/2016,,"WS-108925, WS-108926, WS-108927, WS-108928, WS-108929, WS-108930, WS-108931, WS-108932, WS-108933",,,Money Order,$3000,,$97.79,,0
Office Supplies,96912,WATER SERVICES,10/04/2016,$24.00,$0.55,23%,$5.52,$5.52,Successful,10/11/2016,,"WS-108937, WS-108938, WS-108939, WS-108940, WS-108941, WS-108942, WS-108943, WS-108944, WS-108945",,,3685646395,$3000,,$18.48,,0
Kiln,96914,PARKS,10/04/2016,$150.00,$3.45,23%,$34.50,$34.50,Successful,10/12/2016,,108089,,,3685735159,$3000,,$115.50,,0
Rack Mats,96915,ASSESSOR OF PROPERTY,10/04/2016,$9.25,$0.21,23%,$2.13,$2.13,Successful,10/06/2016,,108687,,,3685293780,$3000,,$7.12,,0
RF Equipment & Cameras,96916,POLICE DEPARTMENT,10/04/2016,$69.57,$1.60,23%,$16.00,$16.00,Successful,10/04/2016,,"108736, 108738",,,3685120024,$3000,,$53.57,,0
Fiber Pipe,96917,POLICE DEPARTMENT,10/04/2016,$11.00,$0.25,23%,$2.53,$2.53,Successful,10/10/2016,,108418,,,3685564676,$3000,,$8.47,,0
Fujitsu Power Packs,96918,POLICE DEPARTMENT,10/04/2016,$210.57,$4.84,23%,$48.43,$48.43,Successful,10/11/2016,,"108411, 108417, 108435",,,3685646401,$3000,,$162.14,,0
Back-up Tapes,96919,POLICE DEPARTMENT,10/04/2016,$260.00,,23%,$59.80,$59.80,Successful,10/17/2016,,105687,,,Money Order,$3000,,$200.20,,0
Display Unit,96920,POLICE DEPARTMENT,10/04/2016,$13.00,$0.30,23%,$2.99,$2.99,Successful,10/04/2016,,108372,,,3685136487,$3000,,$10.01,,0
Printer,96921,ASSESSOR OF PROPERTY,10/04/2016,$16.00,$0.37,23%,$3.68,$3.68,Successful,10/24/2016,,108768,,,3686931046,$3000,,$12.32,,0
Camcorders,96922,POLICE STATE DRUG FUND,10/04/2016,$145.00,$3.34,23%,$33.35,$33.35,Successful,10/10/2016,31740201/507400,"PSDF-108329, PSDF-108332",,,3685546529,$3000,,$111.65,,0
20 Cameras,96924,POLICE STATE DRUG FUND,10/04/2016,$47.05,$1.08,23%,$10.82,$10.82,Successful,10/25/2016,31740201/507400,"PSDF-108456, PSDF-108462, PSDF-108463, PSDF-108464, PSDF-108465, PSDF-108466, PSDF-108467, PSDF-108468, PSDF-108460, PSDF-108457, PSDF-108458, PSDF-108453, PSDF-108454, PSDF-108449, PSDF-108450, PSDF-108446, PSDF-108447, PSDF-108395, PSDF-108396, PSDF-108397",,,3687024443,$3000,,$36.23,,0
4 Camera Bags,96926,WATER SERVICES,10/04/2016,$11.25,$0.26,23%,$2.59,$2.59,Successful,10/06/2016,,"WS-108914, WS-108013, WS-108912, WS-108916",,,3685265296,$3000,,$8.66,,0
Calculator,96927,WATER SERVICES,10/04/2016,$5.30,$0.12,23%,$1.22,$1.22,Successful,10/07/2016,,WS-108915,,,3685381179,$3000,,$4.08,,0
Printer,96928,WATER SERVICES,10/04/2016,$16.00,$0.37,23%,$3.68,$3.68,Successful,10/05/2016,,WS-108934,,,3685211317,$3000,,$12.32,,0
Lamps,96930,WATER SERVICES,10/04/2016,$22.01,$0.51,23%,$5.06,$5.06,Successful,10/07/2016,,"WS-103993, WS-103994",,,3685381183,$3000,,$16.95,,0
Server Rack,96931,POLICE DEPARTMENT,10/04/2016,$32.00,$0.74,23%,$7.36,$7.36,Successful,10/10/2016,,"108376, 108524",,,3685564679,$3000,,$24.64,,0
Server Rack,96932,POLICE DEPARTMENT,10/04/2016,$42.00,$0.97,23%,$9.66,$9.66,Successful,10/04/2016,,"108423, 108530, 108723",,,3685151065,$3000,,$32.34,,0
Shelf,96933,SHERIFF,10/04/2016,$62.00,,23%,$14.26,$14.26,Successful,10/20/2016,,108328,,,Cashiers Check,$3000,,$47.74,,0
Cart,96934,PUBLIC LIBRARY,10/04/2016,$78.00,$1.79,23%,$17.94,$17.94,Successful,10/05/2016,,108775,,,3685187512,$3000,,$60.06,,0
Coat Rack,96935,PUBLIC LIBRARY,10/04/2016,$17.00,$0.39,23%,$3.91,$3.91,Successful,10/07/2016,,104592,,,3685376650,$3000,,$13.09,,0
Coat Rack,96936,GENERAL SERVICES,10/04/2016,$12.00,$0.28,23%,$2.76,$2.76,Successful,10/07/2016,,108253,,,3685376807,$3000,,$9.24,,0
File Cabinet,96937,WATER SERVICES,10/05/2016,$21.57,$0.50,23%,$4.96,$4.96,Successful,10/10/2016,,WS-108316,,,3685564686,$3000,,$16.61,,0
File Cabinet,96938,WATER SERVICES,10/05/2016,$21.58,$0.50,23%,$4.96,$4.96,Successful,10/05/2016,,WS-108312,,,3685195125,$3000,,$16.62,,0
File Cabinet,96939,WATER SERVICES,10/05/2016,$11.00,$0.25,23%,$2.53,$2.53,Successful,10/05/2016,,WS-108313,,,3685195126,$3000,,$8.47,,0
File Cabinet,96940,WATER SERVICES,10/05/2016,$12.57,$0.29,23%,$2.89,$2.89,Successful,10/06/2016,,WS-108310,,,3685276494,$3000,,$9.68,,0
Table,98066,GENERAL SERVICES,12/07/2016,$2.13,$0.05,23%,$0.49,$0.49,Successful,12/08/2016,,110019,,,3690227365,$3000,$0.00,$1.64,General Fund,0
File Cabinet,96941,WATER SERVICES,10/05/2016,$6.57,,23%,$1.51,$1.51,Successful,10/27/2016,,WS-108309,,,Cashiers Check,$3000,,$5.06,,0
File Cabinet,96942,WATER SERVICES,10/05/2016,$4.57,$0.11,23%,$1.05,$1.05,Successful,10/05/2016,,WS-108307,,,3685224320,$3000,,$3.52,,0
File Cabinet,96943,WATER SERVICES,10/05/2016,$2.57,$0.06,23%,$0.59,$0.59,Successful,10/10/2016,,WS-108308,,,3685564691,$3000,,$1.98,,0
File Cabinet,96944,WATER SERVICES,10/05/2016,$23.00,,23%,$5.29,$5.29,Successful,10/27/2016,,WS-108311,,,Cashiers Check,$3000,,$17.71,,0
Table,96945,GENERAL SERVICES,10/05/2016,$100.00,$2.30,23%,$23.00,$23.00,Successful,10/06/2016,,108705A,,,3685270486,$3000,,$77.00,,0
Table,96946,GENERAL SERVICES,10/05/2016,$100.00,$2.30,23%,$23.00,$23.00,Successful,10/06/2016,,108705B,,,3685270490,$3000,,$77.00,,0
Table,96947,GENERAL SERVICES,10/05/2016,$103.00,$2.37,23%,$23.69,$23.69,Successful,10/06/2016,,108708,,,3685263945,$3000,,$79.31,,0
Hot Box,96949,GENERAL SERVICES,10/05/2016,$101.00,$2.32,23%,$23.23,$23.23,Successful,10/10/2016,,108702,,,3685560528,$3000,,$77.77,,0
Hot Box,96950,GENERAL SERVICES,10/05/2016,$11.00,$0.25,23%,$2.53,$2.53,Successful,10/18/2016,,108703,,,3686335518,$3000,,$8.47,,0
Meat Slicer,96951,GENERAL SERVICES,10/05/2016,$115.00,$2.64,23%,$26.45,$26.45,Successful,10/10/2016,,108717,,,3685546531,$3000,,$88.55,,0
Meat Slicer,96952,GENERAL SERVICES,10/05/2016,$106.00,$2.44,23%,$24.38,$24.38,Successful,10/10/2016,,108716,,,3685546535,$3000,,$81.62,,0
Cabinet,96953,GENERAL SERVICES,10/05/2016,$16.13,$0.37,23%,$3.71,$3.71,Successful,10/17/2016,,108719,,,3686189787,$3000,,$12.42,,0
Table,96954,GENERAL SERVICES,10/05/2016,$1.00,$0.02,23%,$0.23,$0.23,Successful,10/24/2016,,108707,,,3686904013,$3000,,$0.77,,0
Locker,96955,SHERIFF,10/05/2016,$42.00,$0.97,23%,$9.66,$9.66,Successful,10/12/2016,,108318,,,3685725691,$3000,,$32.34,,0
TomTom GPS,96956,POLICE PROPERTY AND EVIDENCE UNCLAIMED,10/05/2016,$27.00,$0.62,23%,$6.21,$6.21,Successful,10/10/2016,,PPEU-032-029,,,3685555261,$3000,,$20.79,,0
TomTom GPS,96957,POLICE PROPERTY AND EVIDENCE UNCLAIMED,10/05/2016,$30.01,$0.69,23%,$6.90,$6.90,Successful,10/10/2016,,PPEU-032-054,,,3685561269,$3000,,$23.11,,0
Kettle,96958,SCHOOL BOARD FOOD SERVICE,10/06/2016,$22.25,$0.51,23%,$5.12,$5.12,Successful,10/10/2016,it220678,FSBS-0273,,,3685560534,$3000,,$17.13,,0
Cooler,96959,SCHOOL BOARD FOOD SERVICE,10/06/2016,$27.00,$0.62,23%,$6.21,$6.21,Successful,10/06/2016,it381936,FSBS-0272,,,3685285679,$3000,,$20.79,,0
Welder,96960,WATER SERVICES,10/06/2016,$62.00,,23%,$14.26,$14.26,Successful,10/27/2016,,WS-109368,,,Cashiers Check,$3000,,$47.74,,0
Welder,96961,WATER SERVICES,10/06/2016,$866.51,$19.93,23%,$199.30,$199.30,Successful,10/10/2016,,WS-109367,,,3685569038,$3000,,$667.21,,0
Tool Pouch,96962,WATER SERVICES,10/06/2016,$7.05,,23%,$1.62,$1.62,Successful,10/10/2016,,WS-109366,,,Money Order,$3000,,$5.43,,0
Exercise Bike,96963,PARKS,10/06/2016,$96.00,$2.21,23%,$22.08,$22.08,Successful,10/13/2016,,108758,,,3685882269,$3000,,$73.92,,0
Pull Up Bar,96964,PARKS,10/06/2016,$420.00,,23%,$96.60,$96.60,Successful,10/20/2016,,108761,,,Cashiers Check,$3000,,$323.40,,0
Camcorder,96965,PARKS,10/06/2016,$49.00,$1.13,23%,$11.27,$11.27,Successful,10/11/2016,,109378,,,3685646406,$3000,,$37.73,,0
Camcorder,96966,PARKS,10/06/2016,$46.00,$1.06,23%,$10.58,$10.58,Successful,10/18/2016,,109376,,,3686335766,$3000,,$35.42,,0
Camcorder,96967,PARKS,10/06/2016,$52.00,$1.08,23%,$11.96,$11.96,Successful,10/18/2016,,109377,,,3686335775,$3000,,$40.04,,0
Stair Master,96968,PARKS,10/06/2016,$52.00,$1.20,23%,$11.96,$11.96,Successful,10/06/2016,,108756,,,3685282421,$3000,,$40.04,,0
Stair Master,96969,PARKS,10/06/2016,$75.00,$1.72,23%,$17.25,$17.25,Successful,10/13/2016,,108757,,,3685882333,$3000,,$57.75,,0
Tread Mill,96970,PARKS,10/06/2016,$21.00,$0.48,23%,$4.83,$4.83,Successful,10/06/2016,,108754,,,3685290775,$3000,,$16.17,,0
Toner,96971,POLICE DEPARTMENT,10/06/2016,$615.00,$14.14,23%,$141.45,$141.45,Successful,10/11/2016,,109380,,,3685646417,$3000,,$473.55,,0
Camera,96972,POLICE DEPARTMENT,10/06/2016,$20.00,$0.46,23%,$4.60,$4.60,Successful,10/07/2016,,109379,,,3685417431,$3000,,$15.40,,0
Server,96973,POLICE DEPARTMENT,10/06/2016,$27.00,$0.62,23%,$6.21,$6.21,Successful,10/06/2016,,108517,,,3685290203,$3000,,$20.79,,0
Server,96974,POLICE DEPARTMENT,10/06/2016,$19.00,$0.44,23%,$4.37,$4.37,Successful,10/11/2016,,109514,,,3685665289,$3000,,$14.63,,0
Server,96975,POLICE DEPARTMENT,10/06/2016,$1.00,$0.02,23%,$0.23,$0.23,Successful,10/10/2016,,108513,,,3685564698,$3000,,$0.77,,0
Server,96976,POLICE DEPARTMENT,10/06/2016,$6.57,$0.15,23%,$1.51,$1.51,Successful,10/25/2016,,108377,,,3687003524,$3000,,$5.06,,0
Server,96977,POLICE DEPARTMENT,10/06/2016,$1.00,$0.02,23%,$0.23,$0.23,Successful,10/10/2016,,"108522, 108378",,,3685564706,$3000,,$0.77,,0
Server,96978,POLICE DEPARTMENT,10/06/2016,$1.00,$0.02,23%,$0.23,$0.23,Successful,10/10/2016,,108373,,,3685564710,$3000,,$0.77,,0
Scan Encoder,96979,POLICE DEPARTMENT,10/06/2016,$3.57,$0.08,23%,$0.82,$0.82,Successful,10/08/2016,,108648,,,3685420693,$3000,,$2.75,,0
6 Laptops,96980,POLICE DEPARTMENT,10/06/2016,$217.00,,23%,$49.91,$49.91,Successful,10/17/2016,,"108904, 108903, 108900, 108898, 108999, 108901, 108910, 108909, 108911, 108897, 108905",,,Money Order,$3000,,$167.09,,0
Printer,96981,POLICE DEPARTMENT,10/06/2016,$10.15,,23%,$2.33,$2.33,Successful,10/06/2016,,109203,,,Cashiers Check,$3000,,$7.82,,0
Printer,96982,POLICE DEPARTMENT,10/06/2016,$41.00,$0.94,23%,$9.43,$9.43,Successful,10/06/2016,,109201,,,3685287151,$3000,,$31.57,,0
Exam Table,96983,GENERAL SERVICES,10/06/2016,$25.66,$0.59,23%,$5.90,$5.90,Successful,10/06/2016,,108709,,,3685287732,$3000,,$19.76,,0
Exam Table,96984,GENERAL SERVICES,10/06/2016,$27.00,,23%,$6.21,$6.21,Successful,10/27/2016,,108746,,,Cashiers Check,$3000,,$20.79,,0
2005 Kawasaki VX1000,96985,DRUG TASK FORCE,10/06/2016,$5000.00,,23%,$1150.00,$1150.00,Successful,10/06/2016,,TF-337-029,TF-337-029,,Money Order,$3000,,$3850.00,,0
Toro Zero Turn Mower,96986,DRUG TASK FORCE,10/06/2016,$3750.00,,23%,$862.50,$862.50,Successful,10/10/2016,,TF-333-073,TF-333-073,938697,Money Order,$3000,,$2887.50,,0
2007 John Deere Z425 Zero Turn Mower,96987,DRUG TASK FORCE,10/06/2016,$1951.00,,23%,$448.73,$448.73,Successful,10/10/2016,,TF-333-072,TF-333-072,938697,Cashiers Check,$3000,,$1502.27,,0
Printer,96989,GENERAL SERVICES,10/06/2016,$27.00,$0.62,23%,$6.21,$6.21,Successful,10/06/2016,,109270,,,3685325046,$3000,,$20.79,,0
2 Heaters,96990,GENERAL SERVICES,10/06/2016,$16.00,$0.37,23%,$3.68,$3.68,Successful,10/08/2016,,"109272, 109273",,,3685442628,$3000,,$12.32,,0
Shredder,96991,GENERAL SERVICES,10/06/2016,$12.00,$0.28,23%,$2.76,$2.76,Successful,10/06/2016,,109271,,,3685290578,$3000,,$9.24,,0
2005 Dodge Stratus,96992,OFM-CODES,10/06/2016,$308.00,$7.08,23%,$70.84,$70.84,Successful,10/07/2016,80003653,,P 3054 AN,,3685388884,$3000,,$237.16,,0
File Cabinet,96993,SHERIFF,10/06/2016,$2.00,$0.05,23%,$0.46,$0.46,Successful,10/10/2016,,108633,,,3685564714,$3000,,$1.54,,0
2004 Ford F-350,96994,OFM-PARKS,10/06/2016,$5550.00,,23%,$1276.50,$1276.50,Successful,10/13/2016,80003035,,29 5240,,Cashiers Check,$3000,,$4273.50,,0
1983 International S1900 Bucket Truck,96995,SCHOOL BOARD,10/06/2016,$3936.00,,23%,$905.28,$905.28,Successful,10/13/2016,44111,,M-316,,Cashiers Check,$3000,,$3030.72,,0
2003 Ford F-350,96996,SCHOOL BOARD,10/06/2016,$4025.01,,23%,$925.75,$925.75,Successful,10/13/2016,228489,,M-319,,Cashiers Check,$3000,,$3099.26,,0
2008 Honda Accord,96997,POLICE STATE DRUG FUND,10/06/2016,$5250.00,,23%,$1207.50,$1207.50,Successful,10/10/2016,,,07D 4842,,Cashiers Check,$3000,,$4042.50,,0
End Table,96998,LP FIELD,10/05/2016,$7.25,$0.17,23%,$1.67,$1.67,Successful,10/10/2016,,LP-96930,,,3685564716,$3000,,$5.58,,0
End Table,96999,LP FIELD,10/05/2016,$6.25,$0.14,23%,$1.44,$1.44,Successful,10/14/2016,,LP-97605,,,3685948474,$3000,,$4.81,,0
End Table,97000,LP FIELD,10/05/2016,$6.00,$0.14,23%,$1.38,$1.38,Successful,10/10/2016,,LP-97604,,,3685564722,$3000,,$4.62,,0
End Table,97001,LP FIELD,10/05/2016,$4.00,$0.09,23%,$0.92,$0.92,Successful,10/10/2016,,LP-96972,,,3685564899,$3000,,$3.08,,0
End Table,97002,LP FIELD,10/05/2016,$11.00,$0.25,23%,$2.53,$2.53,Successful,10/05/2016,,LP-96931,,,3685195892,$3000,,$8.47,,0
End Table,97003,LP FIELD,10/05/2016,$4.57,$0.11,23%,$1.05,$1.05,Successful,10/05/2016,,LP-97016,,,3685204505,$3000,,$3.52,,0
End Table,97004,LP FIELD,10/05/2016,$4.00,$0.09,23%,$0.92,$0.92,Successful,10/05/2016,,LP-97542,,,3685204511,$3000,,$3.08,,0
End Table,97005,LP FIELD,10/05/2016,$2.00,$0.05,23%,$0.46,$0.46,Successful,10/10/2016,,LP-97044,,,3685564908,$3000,,$1.54,,0
Coffee Table,97006,LP FIELD,10/05/2016,$10.00,$0.23,23%,$2.30,$2.30,Successful,10/11/2016,,LP-97550,,,3685645880,$3000,,$7.70,,0
Coffee Table,97007,LP FIELD,10/05/2016,$5.58,$0.13,23%,$1.28,$1.28,Successful,10/10/2016,,LP-97549,,,3685564913,$3000,,$4.30,,0
2 Bar Stools,97008,LP FIELD,10/05/2016,$17.00,$0.39,23%,$3.91,$3.91,Successful,10/05/2016,,"LP-96867, LP-96870",,,3685209859,$3000,,$13.09,,0
2 Bar Stools,97009,LP FIELD,10/05/2016,$16.00,$0.37,23%,$3.68,$3.68,Successful,10/10/2016,,"LP-96868, LP-96869",,,3685564920,$3000,,$12.32,,0
2 Bar Stools,97010,LP FIELD,10/05/2016,$11.00,$0.25,23%,$2.53,$2.53,Successful,10/10/2016,,"LP-96864, LP-96871",,,3685564922,$3000,,$8.47,,0
2 Bar Stools,97011,LP FIELD,10/05/2016,$18.01,$0.41,23%,$4.14,$4.14,Successful,10/10/2016,,"LP-96844, LP-96872",,,3685564928,$3000,,$13.87,,0
2 Bar Stools,97012,LP FIELD,10/05/2016,$9.00,$0.21,23%,$2.07,$2.07,Successful,10/10/2016,,"LP-96772, LP-96865",,,3685564932,$3000,,$6.93,,0
2 Bar Stools,97013,LP FIELD,10/05/2016,$11.25,$0.26,23%,$2.59,$2.59,Successful,10/10/2016,,"LP-96855, LP-96860",,,3685564939,$3000,,$8.66,,0
2 Bar Stools,97014,LP FIELD,10/05/2016,$15.01,$0.35,23%,$3.45,$3.45,Successful,10/10/2016,,"LP-96854, LP-96856",,,3685564944,$3000,,$11.56,,0
2 Bar Stools,97015,LP FIELD,10/05/2016,$15.68,,23%,$3.61,$3.61,Successful,10/17/2016,,"LP-96863, LP-96866",,,Money Order,$3000,,$12.07,,0
Dell Computer,97138,SHERIFF,10/13/2016,$73.00,$1.68,23%,$16.79,$16.79,Successful,10/31/2016,,109187,,,3687609467,$3000,,$56.21,,0
2 Bar Stools,97016,LP FIELD,10/05/2016,$16.28,,23%,$3.74,$3.74,Successful,10/17/2016,,"LP-96846, LP-96858",,,Money Order,$3000,,$12.54,,0
2 Bar Stools,97017,LP FIELD,10/05/2016,$14.57,,23%,$3.35,$3.35,Successful,10/17/2016,,"LP-96853, LP-96857",,,Money Order,$3000,,$11.22,,0
Binders,97018,POLICE DEPARTMENT,10/10/2016,$35.01,,23%,$8.05,$8.05,Successful,10/18/2016,,108948B,,,Money Order,$3000,,$26.96,,0
Atlas Stand,97019,SCHOOL BOARD WAREHOUSE,10/10/2016,$50.00,$1.15,23%,$11.50,$11.50,Successful,10/13/2016,,SBS-7923A,,,3685827089,$3000,,$38.50,,0
Atlas Stand,97020,SCHOOL BOARD WAREHOUSE,10/10/2016,$50.00,$1.15,23%,$11.50,$11.50,Successful,10/13/2016,,SBS-7923B,,,3685827094,$3000,,$38.50,,0
Atlas Stand,97021,SCHOOL BOARD WAREHOUSE,10/10/2016,$19.00,$0.44,23%,$4.37,$4.37,Successful,10/11/2016,,SBS-7923C,,,3685637271,$3000,,$14.63,,0
Atlas Stand,97022,SCHOOL BOARD WAREHOUSE,10/10/2016,$18.00,$0.41,23%,$4.14,$4.14,Successful,10/11/2016,,SBS-7923D,,,3685637282,$3000,,$13.86,,0
Smart Board,97023,SCHOOL BOARD WAREHOUSE,10/10/2016,$11.02,$0.25,23%,$2.53,$2.53,Successful,10/10/2016,it076509,SBS-7932,,,3685563371,$3000,,$8.49,,0
Cabinet,97024,SCHOOL BOARD WAREHOUSE,10/10/2016,$120.00,$2.76,23%,$27.60,$27.60,Successful,10/11/2016,,SBS-7926A,,,3685637286,$3000,,$92.40,,0
Cabinet,97025,SCHOOL BOARD WAREHOUSE,10/10/2016,$103.00,$2.37,23%,$23.69,$23.69,Successful,10/11/2016,,SBS-7926B,,,3685637292,$3000,,$79.31,,0
Cabinet,97026,SCHOOL BOARD WAREHOUSE,10/10/2016,$135.76,$3.12,23%,$31.22,$31.22,Successful,10/11/2016,,SBS-7926C,,,3685637296,$3000,,$104.54,,0
Table,97027,SCHOOL BOARD WAREHOUSE,10/05/2016,$4.00,$0.09,23%,$0.92,$0.92,Successful,10/05/2016,,SBS7921A,,,3685206303,$3000,,$3.08,,0
Round Table,97028,SCHOOL BOARD WAREHOUSE,10/10/2016,$6.00,$0.14,23%,$1.38,$1.38,Successful,10/11/2016,,SBS-7939A,,,3685637303,$3000,,$4.62,,0
Table,97029,SCHOOL BOARD WAREHOUSE,10/05/2016,$10.00,$0.23,23%,$2.30,$2.30,Successful,10/11/2016,,SBS7921B,,,3685651058,$3000,,$7.70,,0
Round Table,97030,SCHOOL BOARD WAREHOUSE,10/10/2016,$4.40,$0.10,23%,$1.01,$1.01,Successful,10/11/2016,,SBS-7939B,,,3685637309,$3000,,$3.39,,0
Table,97031,SCHOOL BOARD WAREHOUSE,10/05/2016,$4.00,$0.09,23%,$0.92,$0.92,Successful,10/05/2016,,SBS7921C,,,3685206434,$3000,,$3.08,,0
13 Children's Mats,97032,SCHOOL BOARD WAREHOUSE,10/10/2016,$14.00,$0.32,23%,$3.22,$3.22,Successful,10/10/2016,,SBS-7943,,,3685564959,$3000,,$10.78,,0
Table,97033,SCHOOL BOARD WAREHOUSE,10/05/2016,$11.00,$0.25,23%,$2.53,$2.53,Successful,10/05/2016,,SBS7921D,,,3685206542,$3000,,$8.47,,0
Table,97034,SCHOOL BOARD WAREHOUSE,10/05/2016,$5.57,$0.13,23%,$1.28,$1.28,Successful,10/10/2016,,SBS7921E,,,3685565088,$3000,,$4.29,,0
6 Shurlock Cafeteria Tables,97035,SCHOOL BOARD WAREHOUSE,10/10/2016,$146.25,,23%,$33.64,$33.64,Successful,10/17/2016,,SBS-7924A,,,Money Order,$3000,,$112.61,,0
6 Cafeteria Tables,97036,SCHOOL BOARD WAREHOUSE,10/10/2016,$136.99,$3.15,23%,$31.51,$31.51,Successful,10/13/2016,,SBS-7924B,,,3685860167,$3000,,$105.48,,0
Table,97037,SCHOOL BOARD WAREHOUSE,10/05/2016,$11.00,$0.25,23%,$2.53,$2.53,Successful,10/13/2016,,SBS-7921F,,,3685847963,$3000,,$8.47,,0
Table,97038,SCHOOL BOARD WAREHOUSE,10/05/2016,$13.00,$0.30,23%,$2.99,$2.99,Successful,10/11/2016,,SBS7921G,,,3685651067,$3000,,$10.01,,0
Table,97039,SCHOOL BOARD WAREHOUSE,10/05/2016,$3.00,$0.07,23%,$0.69,$0.69,Successful,10/10/2016,,SBS7921H,,,3685565097,$3000,,$2.31,,0
Blue Incubator,97040,SCHOOL BOARD WAREHOUSE,10/10/2016,$42.00,$0.97,23%,$9.66,$9.66,Successful,10/18/2016,,SBS-7931,,,3686317005,$3000,,$32.34,,0
Table,97041,SCHOOL BOARD WAREHOUSE,10/05/2016,$4.57,$0.11,23%,$1.05,$1.05,Successful,10/11/2016,,SBS7921I,,,3685651076,$3000,,$3.52,,0
2 Copiers,97042,SCHOOL BOARD WAREHOUSE,10/10/2016,$11.69,$0.27,23%,$2.69,$2.69,Successful,10/11/2016,"it53053, it127616",SBS-7930,,,3685626367,$3000,,$9.00,,0
Table,97043,SCHOOL BOARD WAREHOUSE,10/05/2016,$3.00,$0.07,23%,$0.69,$0.69,Successful,10/10/2016,,SBS-7921J,,,3685565102,$3000,,$2.31,,0
2 Steamers,97044,SCHOOL BOARD FOOD SERVICE,10/05/2016,$106.00,$2.44,23%,$24.38,$24.38,Successful,10/07/2016,220679,"FSBS0274, FSBS0275",,,3685396869,$3000,,$81.62,,0
Science Cabinet,97045,SCHOOL BOARD WAREHOUSE,10/10/2016,$34.00,$0.78,23%,$7.82,$7.82,Successful,10/11/2016,,SBS-7934,,,3685645885,$3000,,$26.18,,0
L Shapes Desk,97046,SCHOOL BOARD WAREHOUSE,10/05/2016,$16.00,$0.37,23%,$3.68,$3.68,Successful,10/10/2016,,SBS7937,,,3685560542,$3000,,$12.32,,0
Science Sink,97047,SCHOOL BOARD WAREHOUSE,10/10/2016,$6.00,$0.14,23%,$1.38,$1.38,Successful,10/11/2016,,SBS-7922A,,,3685626626,$3000,,$4.62,,0
Science Sink,97048,SCHOOL BOARD WAREHOUSE,10/10/2016,$2.00,$0.05,23%,$0.46,$0.46,Successful,10/13/2016,,SBS-7922B,,,3685890411,$3000,,$1.54,,0
L Shaped Desk,97049,SCHOOL BOARD WAREHOUSE,10/05/2016,$16.00,$0.37,23%,$3.68,$3.68,Successful,10/10/2016,,SBS7936,,,3685574397,$3000,,$12.32,,0
Admiral Washer & Dryer,97050,SCHOOL BOARD WAREHOUSE,10/10/2016,$150.00,$3.45,23%,$34.50,$34.50,Successful,10/11/2016,,"SBS-7927, SBS-7928",,,3685645891,$3000,,$115.50,,0
Ladder,97051,SCHOOL BOARD WAREHOUSE,10/05/2016,$11.00,$0.25,23%,$2.53,$2.53,Successful,10/05/2016,,SBS7948,,,3685224353,$3000,,$8.47,,0
Cart,97052,SCHOOL BOARD WAREHOUSE,10/05/2016,$20.14,$0.46,23%,$4.63,$4.63,Successful,10/10/2016,,SBS7914,,,3685565107,$3000,,$15.51,,0
Table,97053,SCHOOL BOARD WAREHOUSE,10/05/2016,$5.00,$0.12,23%,$1.15,$1.15,Successful,10/10/2016,,SBS7925E,,,3685565113,$3000,,$3.85,,0
Table,97054,SCHOOL BOARD WAREHOUSE,10/05/2016,$3.00,$0.07,23%,$0.69,$0.69,Successful,10/10/2016,,SBS7925F,,,3685565118,$3000,,$2.31,,0
Table,97055,SCHOOL BOARD WAREHOUSE,10/05/2016,$3.00,$0.07,23%,$0.69,$0.69,Successful,10/10/2016,,SBS795G,,,3685565120,$3000,,$2.31,,0
Table,97056,SCHOOL BOARD WAREHOUSE,10/05/2016,$3.00,$0.07,23%,$0.69,$0.69,Successful,10/10/2016,,SBS7925H,,,3685565129,$3000,,$2.31,,0
Corner Table,97057,SCHOOL BOARD WAREHOUSE,10/06/2016,$7.01,$0.16,23%,$1.61,$1.61,Successful,10/11/2016,,SBS7925A,,,3685640525,$3000,,$5.40,,0
Table,97058,SCHOOL BOARD WAREHOUSE,10/06/2016,$2.00,$0.05,23%,$0.46,$0.46,Successful,10/10/2016,,SBS7925B,,,3685565136,$3000,,$1.54,,0
Table,97059,SCHOOL BOARD WAREHOUSE,10/06/2016,$1.00,,23%,$0.23,$0.23,Successful,10/27/2016,,SBS7925C,,,Cashiers Check,$3000,,$0.77,,0
Table,97060,SCHOOL BOARD WAREHOUSE,10/06/2016,$1.00,,23%,$0.23,$0.23,Successful,10/27/2016,,SBS-7925D,,,Cashiers Check,$3000,,$0.77,,0
Computer Station,97061,SCHOOL BOARD WAREHOUSE,10/06/2016,$1.00,,23%,$0.23,$0.23,Successful,10/27/2016,,SBS7929,,,Cashiers Check,$3000,,$0.77,,0
Computer Station,97062,SCHOOL BOARD WAREHOUSE,10/06/2016,$2.00,$0.05,23%,$0.46,$0.46,Successful,10/10/2016,,SBS7935A,,,3685565147,$3000,,$1.54,,0
